Chip Run Info,D:\Edoardo\1361334033 10 nM vinc untreated 48h\ChipRun.bml,1361334033,96.96 (136x),GE 96x96 PCR+Melt v2,ROX,EvaGreen,8/5/2016 9:08:11 AM,00:50:59,BIOMARK088
Application Version,4.1.3
Application Build,20140305.1515
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,User
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S15-A90,untreated_high,Unknown,1,LRP6,Test,21.6937873742996,1,Pass,0.0233967033971152,86.756230138863,999,1,
S15-A89,untreated_high,Unknown,1,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S15-A88,untreated_high,Unknown,1,B2M,Test,9.40297842948074,1,Pass,0.0233967033971152,85.701834738541,999,1,
S15-A87,untreated_high,Unknown,1,MAP3K14,Test,20.2646276724721,1,Pass,0.0233967033971152,84.1360419001604,999,1,
S15-A86,untreated_high,Unknown,1,SLCO3A1,Test,15.5078996478585,1,Pass,0.0233967033971152,83.9839465262685,999,1,
S15-A85,untreated_high,Unknown,1,SP1,Test,13.8850679894449,1,Pass,0.0233967033971152,86.8868683677517,999,1,
S15-A96,untreated_high,Unknown,1,LRP6,Test,23.4374197840553,1,Pass,0.0233967033971152,86.9590526316555,999,1,
S15-A95,untreated_high,Unknown,1,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S15-A94,untreated_high,Unknown,1,B2M,Test,9.47752163905986,1,Pass,0.0233967033971152,85.9561724022408,999,1,
S15-A93,untreated_high,Unknown,1,MAP3K14,Test,19.6829118682437,1,Pass,0.0233967033971152,84.4269031591874,999,1,
S15-A92,untreated_high,Unknown,1,SLCO3A1,Test,15.5273227420908,1,Pass,0.0233967033971152,84.3919761673565,999,1,
S15-A91,untreated_high,Unknown,1,SP1,Test,13.9443479668717,1,Pass,0.0233967033971152,87.3244581192731,999,1,
S80-A01,untreated_low,Unknown,1,ACTB,Test,12.1140969099983,0.922519210861299,Pass,0.0233967033971152,90.7036709590177,999,1,
S80-A02,untreated_low,Unknown,1,SP3,Test,13.097917000874,1,Pass,0.0233967033971152,81.6712252618799,999,1,
S80-A03,untreated_low,Unknown,1,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S80-A04,untreated_low,Unknown,1,RSU1,Test,13.1846739353219,1,Pass,0.0233967033971152,82.9940888908851,999,1,
S80-A05,untreated_low,Unknown,1,IL8,Test,13.6478690183542,1,Pass,0.0233967033971152,82.7815220653683,999,1,
S80-A06,untreated_low,Unknown,1,FZD7,Test,999,0,Fail,0.0233967033971152,999,999,0,
S80-A07,untreated_low,Unknown,1,ACTB,Test,12.1336911000068,0.941405470706181,Pass,0.0233967033971152,90.101077475673,999,1,
S80-A08,untreated_low,Unknown,1,SP3,Test,13.0464256578742,1,Pass,0.0233967033971152,81.1904332281387,999,1,
S80-A09,untreated_low,Unknown,1,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S80-A10,untreated_low,Unknown,1,RSU1,Test,13.1531351769705,1,Pass,0.0233967033971152,82.7546312468921,999,1,
S80-A11,untreated_low,Unknown,1,IL8,Test,13.5429980953168,1,Pass,0.0233967033971152,82.4687475764727,999,1,
S80-A12,untreated_low,Unknown,1,FZD7,Test,999,0,Fail,0.0233967033971152,999,999,0,
S80-A13,untreated_low,Unknown,1,ABCC4,Test,13.3676430663952,1,Pass,0.0233967033971152,80.7826182542673,999,1,
S80-A14,untreated_low,Unknown,1,YBX1,Test,7.25505876559215,1,Pass,0.0233967033971152,82.1341659371255,999,1,
S80-A15,untreated_low,Unknown,1,PRKCB,Test,13.4295480053609,1,Pass,0.0233967033971152,86.8291473405623,999,1,
S80-A16,untreated_low,Unknown,1,DDIT4,Test,15.0143972977231,1,Pass,0.0233967033971152,87.8577068945959,999,1,
S80-A17,untreated_low,Unknown,1,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S80-A18,untreated_low,Unknown,1,LRP5,Test,15.7518077824289,1,Pass,0.0233967033971152,84.1187655387452,999,1,
S80-A19,untreated_low,Unknown,1,ABCC4,Test,13.4447076210063,1,Pass,0.0233967033971152,80.6688814912662,999,1,
S80-A20,untreated_low,Unknown,1,YBX1,Test,7.24269266714039,1,Pass,0.0233967033971152,82.037369542454,999,1,
S80-A21,untreated_low,Unknown,1,PRKCB,Test,13.3759594773927,1,Pass,0.0233967033971152,86.7060079642877,999,1,
S80-A22,untreated_low,Unknown,1,DDIT4,Test,15.3587314981193,1,Pass,0.0233967033971152,87.7009578892344,999,1,
S80-A23,untreated_low,Unknown,1,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S80-A24,untreated_low,Unknown,1,LRP5,Test,15.7941856860322,1,Pass,0.0233967033971152,84.0392194053318,999,1,
S80-A25,untreated_low,Unknown,1,ABCC5,Test,16.7639961402428,1,Pass,0.0233967033971152,84.1951883873836,999,1,
S80-A26,untreated_low,Unknown,1,NFYA,Test,999,0,Fail,0.0233967033971152,999,999,0,
S80-A27,untreated_low,Unknown,1,CSK,Test,12.9373155695093,1,Pass,0.0233967033971152,85.8384928530142,999,1,
S80-A28,untreated_low,Unknown,1,SCML2,Test,20.8019965893585,1,Pass,0.0233967033971152,81.8433063596104,999,1,
S80-A29,untreated_low,Unknown,1,GAPDH,Test,7.80321636639858,1,Pass,0.0233967033971152,87.6025400963612,999,1,
S80-A30,untreated_low,Unknown,1,APCDD1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S80-A31,untreated_low,Unknown,1,ABCC5,Test,17.0193700207344,1,Pass,0.0233967033971152,84.1585257995218,999,1,
S80-A32,untreated_low,Unknown,1,NFYA,Test,999,0,Fail,0.0233967033971152,999,999,0,
S80-A33,untreated_low,Unknown,1,CSK,Test,12.9209061898213,1,Pass,0.0233967033971152,85.7797027635502,999,1,
S80-A34,untreated_low,Unknown,1,SCML2,Test,20.1288637717418,1,Pass,0.0233967033971152,81.732596993657,999,1,
S80-A35,untreated_low,Unknown,1,GAPDH,Test,7.9527186795043,1,Pass,0.0233967033971152,87.4503848013334,999,1,
S80-A36,untreated_low,Unknown,1,APCDD1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S80-A37,untreated_low,Unknown,1,WNK1,Test,13.6444692628831,1,Pass,0.0233967033971152,83.748140561812,999,1,
S80-A38,untreated_low,Unknown,1,IL18,Test,14.8924320065655,1,Pass,0.0233967033971152,80.9800584897249,999,1,
S80-A39,untreated_low,Unknown,1,GCLC,Test,16.9744567958232,1,Pass,0.0233967033971152,83.3182950337767,999,1,
S80-A40,untreated_low,Unknown,1,MAPK1,Test,12.2576074425061,1,Pass,0.0233967033971152,85.1795368249623,999,1,
S80-A41,untreated_low,Unknown,1,MYC,Test,9.18828726159331,1,Pass,0.0233967033971152,87.4255894361624,999,1,
S80-A42,untreated_low,Unknown,1,OCT4,Test,26.1637617826554,0,Fail,0.0233967033971152,999,999,0,
S80-A43,untreated_low,Unknown,1,WNK1,Test,13.7595043085402,1,Pass,0.0233967033971152,83.7073516180481,999,1,
S80-A44,untreated_low,Unknown,1,IL18,Test,15.166800109388,1,Pass,0.0233967033971152,80.9392454698818,999,1,
S80-A45,untreated_low,Unknown,1,GCLC,Test,17.2607435359178,1,Pass,0.0233967033971152,83.2868866202829,999,1,
S80-A46,untreated_low,Unknown,1,MAPK1,Test,12.1477928577195,1,Pass,0.0233967033971152,85.1876134793379,999,1,
S80-A47,untreated_low,Unknown,1,MYC,Test,9.21504392900504,1,Pass,0.0233967033971152,87.4497141378678,999,1,
S80-A48,untreated_low,Unknown,1,OCT4,Test,25.0973112649469,0,Fail,0.0233967033971152,999,999,0,
S80-A54,untreated_low,Unknown,1,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S80-A53,untreated_low,Unknown,1,MPO,Test,7.62995648163001,1,Pass,0.0233967033971152,88.1825341965961,999,1,
S80-A52,untreated_low,Unknown,1,EZH1,Test,14.9076619711352,1,Pass,0.0233967033971152,82.4468258089032,999,1,
S80-A51,untreated_low,Unknown,1,SLC7A7,Test,999,0,Fail,0.0233967033971152,999,999,0,
S80-A50,untreated_low,Unknown,1,BRD4,Test,12.0607202275922,1,Pass,0.0233967033971152,84.9625646327897,999,1,
S80-A49,untreated_low,Unknown,1,DVL2,Test,15.9520648789807,1,Pass,0.0233967033971152,86.7925034862669,999,1,
S80-A60,untreated_low,Unknown,1,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S80-A59,untreated_low,Unknown,1,MPO,Test,7.68086432660632,1,Pass,0.0233967033971152,88.1753327157524,999,1,
S80-A58,untreated_low,Unknown,1,EZH1,Test,14.7094460517258,1,Pass,0.0233967033971152,82.4726924159652,999,1,
S80-A57,untreated_low,Unknown,1,SLC7A7,Test,999,0,Fail,0.0233967033971152,999,999,0,
S80-A56,untreated_low,Unknown,1,BRD4,Test,12.1811540351677,1,Pass,0.0233967033971152,84.9569428477131,999,1,
S80-A55,untreated_low,Unknown,1,DVL2,Test,16.0856635720065,1,Pass,0.0233967033971152,86.747000529049,999,1,
S80-A66,untreated_low,Unknown,1,MT2A,Test,13.3264905368139,1,Pass,0.0233967033971152,89.6266905874664,999,1,
S80-A65,untreated_low,Unknown,1,NOTCH1,Test,17.7443321639057,1,Pass,0.0233967033971152,89.8543704886407,999,1,
S80-A64,untreated_low,Unknown,1,PTK2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S80-A63,untreated_low,Unknown,1,KRAS,Test,13.8763157068903,1,Pass,0.0233967033971152,75.3937038316741,999,1,
S80-A62,untreated_low,Unknown,1,KMT2A,Test,15.0545151569526,1,Pass,0.0233967033971152,81.5952289301027,999,1,
S80-A61,untreated_low,Unknown,1,DAAM1,Test,15.507948954156,1,Pass,0.0233967033971152,84.3317756339869,999,1,
S80-A72,untreated_low,Unknown,1,MT2A,Test,13.1979484117413,1,Pass,0.0233967033971152,89.6638494250704,999,1,
S80-A71,untreated_low,Unknown,1,NOTCH1,Test,16.9993167798188,1,Pass,0.0233967033971152,89.826453997285,999,1,
S80-A70,untreated_low,Unknown,1,PTK2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S80-A69,untreated_low,Unknown,1,KRAS,Test,13.9675470864381,1,Pass,0.0233967033971152,75.3969379290606,999,1,
S80-A68,untreated_low,Unknown,1,KMT2A,Test,15.0684436320269,1,Pass,0.0233967033971152,81.4546885091962,999,1,
S80-A67,untreated_low,Unknown,1,DAAM1,Test,15.4241082700339,1,Pass,0.0233967033971152,84.3177686436044,999,1,
S80-A78,untreated_low,Unknown,1,CTNNB,Test,13.8916335862835,1,Pass,0.0233967033971152,83.2993324295018,999,1,
S80-A77,untreated_low,Unknown,1,PTGS2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S80-A76,untreated_low,Unknown,1,PPIA,Test,9.1038149982435,1,Pass,0.0233967033971152,84.1404363053832,999,1,
S80-A75,untreated_low,Unknown,1,RELA,Test,14.0258357297081,1,Pass,0.0233967033971152,85.6066728766698,999,1,
S80-A74,untreated_low,Unknown,1,SMYD3,Test,14.3894941701581,1,Pass,0.0233967033971152,81.8508899055592,999,1,
S80-A73,untreated_low,Unknown,1,UGCG,Test,24.7279680224029,1,Pass,0.0233967033971152,81.2589484693362,999,1,
S80-A84,untreated_low,Unknown,1,CTNNB,Test,13.8448311520853,1,Pass,0.0233967033971152,83.3581599672158,999,1,
S80-A83,untreated_low,Unknown,1,PTGS2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S80-A82,untreated_low,Unknown,1,PPIA,Test,9.01853289552153,1,Pass,0.0233967033971152,84.1887926872041,999,1,
S80-A81,untreated_low,Unknown,1,RELA,Test,14.0276002298524,1,Pass,0.0233967033971152,85.6729458658277,999,1,
S80-A80,untreated_low,Unknown,1,SMYD3,Test,14.2811773521392,1,Pass,0.0233967033971152,81.9250689695718,999,1,
S80-A79,untreated_low,Unknown,1,UGCG,Test,999,0,Fail,0.0233967033971152,999,999,0,
S80-A90,untreated_low,Unknown,1,LRP6,Test,21.649950996405,1,Pass,0.0233967033971152,86.7445561037469,999,1,
S80-A89,untreated_low,Unknown,1,Tcf7l2,Test,19.3808916283579,1,Pass,0.0233967033971152,82.7312880700661,999,1,
S80-A88,untreated_low,Unknown,1,B2M,Test,10.2463392779879,1,Pass,0.0233967033971152,85.6925239871779,999,1,
S80-A87,untreated_low,Unknown,1,MAP3K14,Test,17.8858919983472,1,Pass,0.0233967033971152,84.0943350680621,999,1,
S80-A86,untreated_low,Unknown,1,SLCO3A1,Test,16.2048154430681,1,Pass,0.0233967033971152,83.9957480062357,999,1,
S80-A85,untreated_low,Unknown,1,SP1,Test,14.6530364395111,1,Pass,0.0233967033971152,86.7298472169824,999,1,
S80-A96,untreated_low,Unknown,1,LRP6,Test,20.2991700857982,1,Pass,0.0233967033971152,86.791428525154,999,1,
S80-A95,untreated_low,Unknown,1,Tcf7l2,Test,19.5513458739494,1,Pass,0.0233967033971152,82.9083461307078,999,1,
S80-A94,untreated_low,Unknown,1,B2M,Test,10.2525283340494,1,Pass,0.0233967033971152,85.9482999928586,999,1,
S80-A93,untreated_low,Unknown,1,MAP3K14,Test,17.7772907339938,1,Pass,0.0233967033971152,84.5861028041137,999,1,
S80-A92,untreated_low,Unknown,1,SLCO3A1,Test,16.3060990151867,1,Pass,0.0233967033971152,84.3402546960451,999,1,
S80-A91,untreated_low,Unknown,1,SP1,Test,14.7441806672598,1,Pass,0.0233967033971152,87.1087643638219,999,1,
S14-A01,untreated_low,Unknown,10,ACTB,Test,9.2644277909476,0.914384843608739,Pass,0.0233967033971152,90.8071588644548,999,1,
S14-A02,untreated_low,Unknown,10,SP3,Test,10.3486788166668,1,Pass,0.0233967033971152,81.7215135140405,999,1,
S14-A03,untreated_low,Unknown,10,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S14-A04,untreated_low,Unknown,10,RSU1,Test,11.4943179700959,1,Pass,0.0233967033971152,83.0339219793657,999,1,
S14-A05,untreated_low,Unknown,10,IL8,Test,9.94533873273574,1,Pass,0.0233967033971152,82.8788547198462,999,1,
S14-A06,untreated_low,Unknown,10,FZD7,Test,17.8823496885946,1,Pass,0.0233967033971152,81.0170211665045,999,1,
S14-A07,untreated_low,Unknown,10,ACTB,Test,9.19946450923656,0.921070848166519,Pass,0.0233967033971152,90.2352990256656,999,1,
S14-A08,untreated_low,Unknown,10,SP3,Test,10.2965944320082,1,Pass,0.0233967033971152,81.2434626187777,999,1,
S14-A09,untreated_low,Unknown,10,SLCO2B1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S14-A10,untreated_low,Unknown,10,RSU1,Test,11.4212934365169,1,Pass,0.0233967033971152,82.7958103755887,999,1,
S14-A11,untreated_low,Unknown,10,IL8,Test,9.90005764871212,1,Pass,0.0233967033971152,82.6693998279847,999,1,
S14-A12,untreated_low,Unknown,10,FZD7,Test,17.6510156717999,1,Pass,0.0233967033971152,80.8291926891925,999,1,
S14-A13,untreated_low,Unknown,10,ABCC4,Test,10.203104687888,1,Pass,0.0233967033971152,80.8598241155595,999,1,
S14-A14,untreated_low,Unknown,10,YBX1,Test,4.73088974554877,0.910296581849589,Pass,0.0233967033971152,82.2011610289507,999,1,
S14-A15,untreated_low,Unknown,10,PRKCB,Test,12.0024357154122,1,Pass,0.0233967033971152,86.852162797965,999,1,
S14-A16,untreated_low,Unknown,10,DDIT4,Test,12.8298894610635,1,Pass,0.0233967033971152,87.923615504314,999,1,
S14-A17,untreated_low,Unknown,10,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S14-A18,untreated_low,Unknown,10,LRP5,Test,13.554283857261,1,Pass,0.0233967033971152,84.1871996218479,999,1,
S14-A19,untreated_low,Unknown,10,ABCC4,Test,10.2012040575201,1,Pass,0.0233967033971152,80.7603898301459,999,1,
S14-A20,untreated_low,Unknown,10,YBX1,Test,4.70386033829326,0.901286779431086,Pass,0.0233967033971152,82.0944247987192,999,1,
S14-A21,untreated_low,Unknown,10,PRKCB,Test,12.0935443647113,1,Pass,0.0233967033971152,86.7346909261201,999,1,
S14-A22,untreated_low,Unknown,10,DDIT4,Test,12.8689264643847,1,Pass,0.0233967033971152,87.8194148647282,999,1,
S14-A23,untreated_low,Unknown,10,ABCB1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S14-A24,untreated_low,Unknown,10,LRP5,Test,13.716034098841,1,Pass,0.0233967033971152,84.0896830763587,999,1,
S14-A25,untreated_low,Unknown,10,ABCC5,Test,14.1563644454749,1,Pass,0.0233967033971152,84.3054834772235,999,1,
S14-A26,untreated_low,Unknown,10,NFYA,Test,12.9227320568797,1,Pass,0.0233967033971152,85.6249104050392,999,1,
S14-A27,untreated_low,Unknown,10,CSK,Test,10.0835909884934,1,Pass,0.0233967033971152,85.9333004760829,999,1,
S14-A28,untreated_low,Unknown,10,SCML2,Test,13.2041926585732,1,Pass,0.0233967033971152,81.8393591602649,999,1,
S14-A29,untreated_low,Unknown,10,GAPDH,Test,5.52441213015444,1,Pass,0.0233967033971152,87.6582157934495,999,1,
S14-A30,untreated_low,Unknown,10,APCDD1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S14-A31,untreated_low,Unknown,10,ABCC5,Test,14.1010140713934,1,Pass,0.0233967033971152,84.2554933374161,999,1,
S14-A32,untreated_low,Unknown,10,NFYA,Test,12.9852007968697,1,Pass,0.0233967033971152,85.5764593682172,999,1,
S14-A33,untreated_low,Unknown,10,CSK,Test,10.0726861336376,1,Pass,0.0233967033971152,85.8938499287523,999,1,
S14-A34,untreated_low,Unknown,10,SCML2,Test,13.3307828499014,1,Pass,0.0233967033971152,81.7844325881037,999,1,
S14-A35,untreated_low,Unknown,10,GAPDH,Test,5.53198385460764,1,Pass,0.0233967033971152,87.6246807957962,999,1,
S14-A36,untreated_low,Unknown,10,APCDD1,Test,999,0,Fail,0.0233967033971152,999,999,0,
S14-A37,untreated_low,Unknown,10,WNK1,Test,11.8736764465529,1,Pass,0.0233967033971152,83.7272643386743,999,1,
S14-A38,untreated_low,Unknown,10,IL18,Test,12.5225646575547,1,Pass,0.0233967033971152,81.0511121511816,999,1,
S14-A39,untreated_low,Unknown,10,GCLC,Test,12.6915547678512,1,Pass,0.0233967033971152,83.5516319736539,999,1,
S14-A40,untreated_low,Unknown,10,MAPK1,Test,9.87916588564024,1,Pass,0.0233967033971152,85.2968302639176,999,1,
S14-A41,untreated_low,Unknown,10,MYC,Test,6.98436231137001,1,Pass,0.0233967033971152,87.6522941400421,999,1,
S14-A42,untreated_low,Unknown,10,OCT4,Test,999,0,Fail,0.0233967033971152,999,999,0,
S14-A43,untreated_low,Unknown,10,WNK1,Test,11.8835265530529,1,Pass,0.0233967033971152,83.7143559820734,999,1,
S14-A44,untreated_low,Unknown,10,IL18,Test,12.544194126192,1,Pass,0.0233967033971152,81.0427848781263,999,1,
S14-A45,untreated_low,Unknown,10,GCLC,Test,12.79675405541,1,Pass,0.0233967033971152,83.3905891596134,999,1,
S14-A46,untreated_low,Unknown,10,MAPK1,Test,9.85995696260052,1,Pass,0.0233967033971152,85.2921470728678,999,1,
S14-A47,untreated_low,Unknown,10,MYC,Test,7.10530105513781,1,Pass,0.0233967033971152,87.6807055296634,999,1,
S14-A48,untreated_low,Unknown,10,OCT4,Test,999,0,Fail,0.0233967033971152,999,999,0,
S14-A54,untreated_low,Unknown,10,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S14-A53,untreated_low,Unknown,10,MPO,Test,4.8203996707037,0.940133223567901,Pass,0.0233967033971152,88.263247699708,999,1,
S14-A52,untreated_low,Unknown,10,EZH1,Test,13.3902185192877,1,Pass,0.0233967033971152,82.6337097509378,999,1,
S14-A51,untreated_low,Unknown,10,SLC7A7,Test,14.4794891656845,1,Pass,0.0233967033971152,81.2408478973059,999,1,
S14-A50,untreated_low,Unknown,10,BRD4,Test,9.5829586472286,1,Pass,0.0233967033971152,85.047684432687,999,1,
S14-A49,untreated_low,Unknown,10,DVL2,Test,13.6958842634351,1,Pass,0.0233967033971152,86.7935990451292,999,1,
S14-A60,untreated_low,Unknown,10,OSCAR,Test,999,0,Fail,0.0233967033971152,999,999,0,
S14-A59,untreated_low,Unknown,10,MPO,Test,4.80025256805402,0.933417522684672,Pass,0.0233967033971152,88.247706962038,999,1,
S14-A58,untreated_low,Unknown,10,EZH1,Test,13.2202055753456,1,Pass,0.0233967033971152,82.61800275018,999,1,
S14-A57,untreated_low,Unknown,10,SLC7A7,Test,14.365057742417,1,Pass,0.0233967033971152,81.2354895852259,999,1,
S14-A56,untreated_low,Unknown,10,BRD4,Test,9.5113908850008,1,Pass,0.0233967033971152,85.0429461667616,999,1,
S14-A55,untreated_low,Unknown,10,DVL2,Test,13.5779322344614,1,Pass,0.0233967033971152,86.8312849620054,999,1,
S14-A66,untreated_low,Unknown,10,MT2A,Test,10.0495897110061,1,Pass,0.0233967033971152,89.7487913138467,999,1,
S14-A65,untreated_low,Unknown,10,NOTCH1,Test,15.0765438236145,1,Pass,0.0233967033971152,89.7139299058033,999,1,
S14-A64,untreated_low,Unknown,10,PTK2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S14-A63,untreated_low,Unknown,10,KRAS,Test,10.813778030405,1,Pass,0.0233967033971152,75.4097123783781,999,1,
S14-A62,untreated_low,Unknown,10,KMT2A,Test,13.062038314866,1,Pass,0.0233967033971152,81.6692034190153,999,1,
S14-A61,untreated_low,Unknown,10,DAAM1,Test,14.1162020083701,1,Pass,0.0233967033971152,84.418900178226,999,1,
S14-A72,untreated_low,Unknown,10,MT2A,Test,10.0536326859831,1,Pass,0.0233967033971152,89.7308084036427,999,1,
S14-A71,untreated_low,Unknown,10,NOTCH1,Test,15.4126232384296,1,Pass,0.0233967033971152,89.7538559765534,999,1,
S14-A70,untreated_low,Unknown,10,PTK2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S14-A69,untreated_low,Unknown,10,KRAS,Test,10.8000455695338,1,Pass,0.0233967033971152,75.4212710011273,999,1,
S14-A68,untreated_low,Unknown,10,KMT2A,Test,13.0752491722683,1,Pass,0.0233967033971152,81.6657444905503,999,1,
S14-A67,untreated_low,Unknown,10,DAAM1,Test,14.1428361725894,1,Pass,0.0233967033971152,84.4093929854281,999,1,
S14-A78,untreated_low,Unknown,10,CTNNB,Test,11.6431532034771,1,Pass,0.0233967033971152,83.3508589464376,999,1,
S14-A77,untreated_low,Unknown,10,PTGS2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S14-A76,untreated_low,Unknown,10,PPIA,Test,6.76026203515551,1,Pass,0.0233967033971152,84.1972285556417,999,1,
S14-A75,untreated_low,Unknown,10,RELA,Test,10.7733293175642,1,Pass,0.0233967033971152,85.6706321039444,999,1,
S14-A74,untreated_low,Unknown,10,SMYD3,Test,11.6032192586728,1,Pass,0.0233967033971152,82.3323187463424,999,1,
S14-A73,untreated_low,Unknown,10,UGCG,Test,14.2936755763997,1,Pass,0.0233967033971152,82.3378735114407,999,1,
S14-A84,untreated_low,Unknown,10,CTNNB,Test,11.6933367355232,1,Pass,0.0233967033971152,83.4028499569972,999,1,
S14-A83,untreated_low,Unknown,10,PTGS2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S14-A82,untreated_low,Unknown,10,PPIA,Test,6.71208741088139,1,Pass,0.0233967033971152,84.2510349882299,999,1,
S14-A81,untreated_low,Unknown,10,RELA,Test,10.862181381471,1,Pass,0.0233967033971152,85.7283773541948,999,1,
S14-A80,untreated_low,Unknown,10,SMYD3,Test,11.5964768401293,1,Pass,0.0233967033971152,82.3822178949064,999,1,
S14-A79,untreated_low,Unknown,10,UGCG,Test,14.5605473000747,1,Pass,0.0233967033971152,82.3921445073296,999,1,
S14-A90,untreated_low,Unknown,10,LRP6,Test,18.3451476307422,1,Pass,0.0233967033971152,86.713755742901,999,1,
S14-A89,untreated_low,Unknown,10,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S14-A88,untreated_low,Unknown,10,B2M,Test,6.97636962172482,1,Pass,0.0233967033971152,85.7302503657434,999,1,
S14-A87,untreated_low,Unknown,10,MAP3K14,Test,14.9668660613631,1,Pass,0.0233967033971152,84.1807804369787,999,1,
S14-A86,untreated_low,Unknown,10,SLCO3A1,Test,14.0338452699149,1,Pass,0.0233967033971152,84.0360482605909,999,1,
S14-A85,untreated_low,Unknown,10,SP1,Test,12.7543782838879,1,Pass,0.0233967033971152,86.9735502670672,999,1,
S14-A96,untreated_low,Unknown,10,LRP6,Test,18.4762951701744,1,Pass,0.0233967033971152,86.9047119164337,999,1,
S14-A95,untreated_low,Unknown,10,Tcf7l2,Test,999,0,Fail,0.0233967033971152,999,999,0,
S14-A94,untreated_low,Unknown,10,B2M,Test,6.96976210291358,1,Pass,0.0233967033971152,85.976466371842,999,1,
S14-A93,untreated_low,Unknown,10,MAP3K14,Test,14.8340584491056,1,Pass,0.0233967033971152,84.6125371842917,999,1,
